;RowNum,LocalDate,LocalTime,{TS_Coater_Infeed_Nip_Spd_MPM},{TS_Coater_Infeed_Nip_Current_Fdbk},{TS_Laminator_Spd_Fdbk_MPM},{TS_Laminator_Current_Fdbk},{TS_LAM_Infeed_Nip_Spd_Fdbk_MPM},{TS_LAM_Infeed_Nip_Current_Fdbk},{SRC_Infeed_Nip_Spd_Fdbk_MPM},{SRC_Infeed_Nip_Current_Fdbk},{GEW_Chill_Roll_Spd_Fdbk_MPM},{GEW_Chill_Roll_Current_Fdbk},{PS_Infeed_Nip_Spd_Fdbk_MPM},{PS_Infeed_Nip_Current_Fdbk},{PS_Backup_Roll_Spd_Fdbk_MPM},{PS_Backup_Roll_Current_Fdbk},{PS_Laminator_Spd_Fdbk_MPM},{PS_Laminator_Current_Fdbk},{PS_Laminator_Path_Roll_Spd_Fdbk_MPM},{PS_Laminator_Path_Roll_Current_Fdbk},{Rewinder_1_Spd_Fdbk_MPM},{Rewinder_1_Current_Fdbk},{Rewinder_2_Spd_Fdbk_MPM},{Rewinder_2_Current_Fdbk},{Liner_UNW_1_Spd_Fdbk_MPM},{Liner_UNW_1_Current_Fdbk},{Liner_UNW_2_Spd_Fdbk_MPM},{Liner_UNW_2_Current_Fdbk},{PSZ1A_IND_TEMP},{PSZ1B_CTRL_TEMP},{PSZ1C_IND_TEMP},{PSZ2A_IND_TEMP},{PSZ2B_CTRL_TEMP},{PSZ2C_IND_TEMP},{PSZ3A_IND_TEMP},{PSZ3B_CTRL_TEMP},{PSZ3C_IND_TEMP},{PSZ4A_CTRL_TEMP},{PSZ4B_IND_TEMP},{TSZ1A_CTRL_TEMP},{TSZ1B_IND_TEMP},{TSZ2A_CTRL_TEMP},{TSZ2B_IND_TEMP},{TSZ3A_CTRL_TEMP},{SRCZ1A_CTRL_TEMP},{SRCZ1B_IND_TEMP},{TS_Coater_Infeed_Nip_Tension_Fdbk},{TS_Pull_Roll_Tension_Fdbk},{TS_LAM_Infeed_Nip_Tension_Fdbk},{TS_Laminator_Tension_Fdbk},{SRC_Infeed_Nip_Tension_Fdbk},{SRC_Coater_Pull_Roll_Tension_Fdbk},{PS_Infeed_Nip_Tension_Fdbk},{PS_Die_Coater_Pull_Roll_Tension_Fdbk},{Rewinder_Tension_Fdbk},{Liner_UNW_Tension_Fdbk},{Accumulator_Inlet_Tension_Fdbk},{Accumulator_Roll_Up_Down_DcrFdbkPct},{TS_Coater_Grvr_Roll_Spd_Fdbk_MPM},{TS_Coater_Grvr_Roll_Current_Fdbk},{TS_Pull_Roll_Spd_Fdbk_MPM},{TS_Pull_Roll_Current_Fdbk},{SRC_Coater_Pull_Roll_Spd_Fdbk_MPM},{SRC_Coater_Pull_Roll_Current_Fdbk},{SRC_Coater_Grvr_Roll_Spd_Fdbk_MPM},{TS_Coater_Grvr_Roll_Current_Fdbk},{PS_Die_Coater_Pull_Roll_Spd_Fdbk_MPM},{PS_Die_Coater_Pull_Roll_Current_Fdbk},{Accumulator_Inlet_Spd_Fdbk_MPM},{Accumulator_Inlet_Current_Fdbk},{Accumulator_Outlet_Spd_Fdbk_MPM},{Accumulator_Outlet_Current_Fdbk},{Accumulator_Roll_Up_Down_Spd_Fdbk_MPM},{Accumulator_Roll_Up_Down_Current_Fdbk},{SRC_Coater_Humidity},{SRC_Coater_Temp},{TS_COATER_HUMIDITY},{TS_COATER_TEMP},{[ILine]PS_Coater_LEL_Ind},{[ILine]TS_Coater_LEL_Ind},{Actual_Length},{Line_Speed_mpm},{LUW1_Actual_Length_Mtr},{LUW2_Actual_Length_Mtr},{REW1_Actual_Length_Mtr},{REW2_Actual_Length_Mtr},{CUW1_Actual_Length_Mtr},{CUW2_Actual_Length_Mtr},{MUW1_Actual_Length_Mtr},{MUW2_Actual_Length_Mtr},{UV_Room_Temp},{UV_Chiller_IL_Temp},{UV_Chiller_OL_Temp},{UV_Lamp1_Intensity},{UV_Lamp2_Intensity},{UV_Lamp1_Temp},{UV_Lamp2_Temp},{UV_Lamp1_vtg},{UV_Lamp2_vtg},{UV_Lamp1_Current_Amp},{UV_Lamp2_Current_Amp},{UV_Sply_Blr_IL_Air_Temp},{UV_Lamp1_Sply_blr_spd_HZ},{UV_Lamp1_Exhaust_blr_spd_HZ},{UV_Lamp2_Sply_blr_spd_HZ},{UV_Lamp2_Exhaust_blr_spd_HZ},{ROLL_NUMBERS}
4354,05/14/2025,00:46:30,17.996,4.232,17.84,7.509,17.866,4.074,17.68,3.922,17.264,3.995,17.85,4.162,18.038,4,18,5.048,17.985,3.982,0,0,16.721,4.458,0,0,17.901,4.353,83.6,85.3,86.1,104.9,104.6,104.4,101.6,104.2,101.3,106.5,105.6,44.8,47.8,114.9,119.8,116.5,35.9,38.1,27.603,25.235,63.298,40.239,40.14,0.216,39.83,39.003,25.902,21.321,0.001,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.508,25.058,30.315,37.322,0,0,32.654,18,8634.818,6999.572,8706.402,6889.204,10171.339,5428.763,10731.276,4894.98,23.9,21,19,85.016,79.904,85,89,2278.509,2278.509,11.94,11.292,22.9,55,55,50,50,25ESXI0121
4355,05/14/2025,00:47:30,17.933,4.22,17.824,7.389,17.813,4.091,17.669,3.894,17.275,3.994,17.836,4.154,18.024,4,17.987,5.086,17.949,3.991,0,0,16.687,4.463,0,0,17.941,4.357,83.6,85.3,86.1,104.9,104.6,104.4,101.6,104.2,101.3,106.4,105.5,44.7,47.7,114.8,119.8,117.1,35.9,38.1,26.471,25.38,62.835,39.969,39.972,0.32,40.177,38.935,23.652,21.593,0,7.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.443,25.097,30.217,37.38,0,0,50.794,18,8634.818,7017.712,8706.402,6907.344,10171.339,5446.903,10749.416,4894.98,23.9,21,20,85.016,79.866,85,89,2278.509,2278.046,11.94,11.289,23,55,55,50,50,25ESXI0121
4356,05/14/2025,00:48:30,17.926,4.22,17.849,7.433,17.854,4.086,17.708,3.919,17.228,4.022,17.846,4.152,18.027,4,17.987,5.093,17.967,3.99,0,0,16.684,4.468,0,0,17.917,4.349,83.6,85.3,86.1,104.9,104.6,104.4,101.7,104.3,101.4,106.4,105.5,44.8,47.7,114.8,119.8,117.9,35.9,38.1,26.672,25.223,63.232,40.577,40.512,0.416,39.628,38.781,23.599,21.462,0.002,7.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.443,25.097,30.091,37.409,0.095,0,68.897,18,8634.818,7035.815,8706.402,6925.447,10171.339,5465.007,10767.52,4894.98,23.9,21,20,85.016,79.866,85,90,2278.509,2278.046,11.94,11.289,22.9,55,55,50,50,25ESXI0121
4357,05/14/2025,00:49:30,17.988,4.222,17.853,7.294,17.786,4.073,17.675,3.89,17.216,4.013,17.855,4.143,18.027,4,18.024,5.076,17.947,3.99,0,0,16.664,4.479,0,0,18.079,4.356,83.6,85.2,86.1,104.9,104.6,104.4,101.7,104.3,101.4,106.4,105.4,44.8,47.7,114.8,119.9,118.3,35.9,38.1,27.168,24.608,62.691,40.211,39.827,0.41,40.079,39.08,24.45,21.745,0,7.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.476,25.058,29.929,37.554,0,0,87.007,18,8634.818,7053.925,8706.402,6943.557,10171.339,5483.116,10785.629,4894.98,23.9,22,21,84.978,79.888,84,90,2278.046,2278.046,11.937,11.292,22.9,55,55,50,50,25ESXI0121
4358,05/14/2025,00:50:30,17.998,4.268,17.915,7.332,17.889,4.089,17.686,3.918,17.226,4.003,17.865,4.148,18.021,4,17.999,5.085,17.969,3.987,0,0,16.564,4.481,0,0,17.909,4.354,83.5,85.2,86.1,104.9,104.7,104.4,101.7,104.4,101.3,106.3,105.4,44.8,47.7,114.9,119.9,118.9,35.9,38.1,27.365,25.275,63.381,40.226,39.782,0.246,39.536,38.82,23.232,22.384,0.002,7.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.443,25.019,29.864,37.612,0.095,0,105.14,18,8634.818,7072.059,8706.402,6961.69,10171.339,5501.25,10803.764,4894.98,23.9,22,21,85.016,79.904,85,90,2278.509,2278.509,11.94,11.292,22.9,55,55,50,50,25ESXI0121
4359,05/14/2025,00:51:30,17.912,4.274,17.901,7.232,17.847,4.087,17.66,3.906,17.202,3.997,17.858,4.145,18.028,4,17.999,5.062,17.964,3.986,0,0,16.565,4.479,0,0,18.145,4.354,83.5,85.2,86,104.9,104.7,104.4,101.8,104.4,101.4,106.3,105.3,44.7,47.7,115,119.8,119.2,35.9,38,26.524,25.514,63.092,40,39.58,0.39,40.039,39.071,25.287,22.495,0,7.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.476,25.039,29.737,37.641,0.095,0,123.25,18,8634.818,7090.168,8706.402,6979.8,10171.339,5519.359,10821.873,4894.98,23.8,22,22,85.016,79.904,85,90,2278.509,2278.509,11.94,11.292,22.9,55,55,50,50,25ESXI0121
4360,05/14/2025,00:52:30,18.002,4.226,17.952,7.318,17.836,4.067,17.686,3.905,17.238,4.003,17.884,4.147,18.033,4,18.014,5.058,17.988,3.98,0,0,16.536,4.481,0,0,18.022,4.347,83.5,85.2,86,105,104.7,104.4,101.8,104.5,101.4,106.2,105.3,44.7,47.7,114.9,119.8,119.3,35.9,38,27.245,25.847,62.879,40.347,39.673,0.479,40.03,39.062,24.568,22.39,0.005,7.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.476,25.039,29.673,37.641,0,0,141.36,18,8634.818,7108.278,8706.402,6997.91,10171.339,5537.469,10839.982,4894.98,24,23,22,85.016,79.904,85,89,2278.509,2278.509,11.94,11.292,22.8,55,55,50,50,25ESXI0121
4361,05/14/2025,00:53:30,17.997,4.207,17.937,7.286,17.861,4.092,17.713,3.914,17.247,4.023,17.89,4.151,18.017,4,17.988,5.098,17.962,3.981,0,0,16.631,4.491,0,0,18.161,4.35,83.5,85.2,86,105,104.8,104.4,101.8,104.5,101.4,106.2,105.3,44.8,47.7,114.7,119.8,119.4,35.9,38,27.345,24.869,63.121,39.833,40.176,0.421,39.999,38.897,24.527,22.515,0.002,7.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.476,25.019,29.64,37.67,0,0,159.463,18,8634.818,7126.381,8706.402,7016.013,10171.339,5555.572,10858.086,4894.98,23.9,23,21,85,79.888,83,88,2278.046,2278.046,11.94,11.292,22.7,55,55,50,50,25ESXI0121
4362,05/14/2025,00:54:30,17.975,4.211,17.874,7.501,17.87,4.069,17.705,3.897,17.241,4.005,17.911,4.161,18.024,4,18.008,5.1,17.951,3.983,0,0,16.629,4.493,0,0,18.234,4.351,83.4,85.2,86,105.1,104.8,104.4,101.9,104.5,101.4,106.2,105.2,44.7,47.6,114.8,119.9,119.1,35.8,37.9,27.612,25.938,63.084,39.862,40.117,0.256,40.365,39.011,24.685,22.348,0.005,7.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.54,25.039,29.673,37.641,0.152,0,177.572,18,8634.818,7144.491,8706.402,7034.123,10171.339,5573.682,10876.195,4894.98,23.9,23,21,85.016,79.904,85,88,2278.509,2278.509,11.94,11.292,22.8,55,55,50,50,25ESXI0121
4363,05/14/2025,00:55:30,17.971,4.23,17.858,7.45,17.837,4.086,17.695,3.92,17.277,3.994,17.898,4.156,18.022,4,18.008,5.088,17.966,3.98,0,0,16.521,4.489,0,0,18.208,4.352,83.4,85.1,86,105.1,104.8,104.5,101.9,104.6,101.5,106.1,105.2,44.8,47.6,114.9,119.9,118.8,35.8,37.9,27.399,25.718,63.02,39.786,39.898,0.423,39.859,38.659,23.92,21.929,0.002,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.508,25.039,29.673,37.699,0.183,0,195.682,18,8634.818,7162.601,8706.402,7052.232,10171.339,5591.792,10894.306,4894.98,23.9,23,21,85.016,79.904,85,88,2278.509,2278.509,11.94,11.292,22.8,55,55,50,50,25ESXI0121
4364,05/14/2025,00:56:30,17.956,4.2,17.884,7.539,17.755,4.082,17.702,3.899,17.243,4.008,17.913,4.165,18.029,4,18,5.062,17.938,3.982,0,0,16.546,4.502,0.053,0,18.14,4.353,83.4,85.1,85.9,105.1,104.8,104.5,101.9,104.6,101.5,106,105.2,44.7,47.6,114.9,119.9,118.1,35.9,37.9,26.787,24.809,62.611,40.616,40.273,0.475,40.204,39.331,24.944,21.356,0.004,7.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.637,25,29.705,37.699,0,0,213.792,18,8634.818,7180.71,8706.402,7070.342,10171.339,5609.902,10912.414,4894.98,23.9,22,20,84.978,79.882,85,89,2278.046,2278.509,11.937,11.289,22.8,55,55,50,50,25ESXI0121
4365,05/14/2025,00:57:30,17.993,4.205,17.89,7.362,17.788,4.074,17.699,3.908,17.239,4.013,17.878,4.171,18.017,4,17.995,5.075,17.98,3.986,0,0,16.46,4.497,0,0,18.139,4.354,83.4,85.1,86,105.1,104.8,104.5,102,104.6,101.5,106,105.2,44.7,47.6,115,119.9,117.1,35.8,37.9,27.451,25.27,62.87,40.745,40.05,0.44,39.644,38.749,23.689,21.558,0.001,7.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.669,25,29.64,37.67,0,0,231.926,18,8634.818,7198.845,8706.402,7088.477,10171.339,5628.036,10930.549,4894.98,23.9,22,20,85.016,79.866,84,88,2278.509,2278.046,11.94,11.289,22.8,55,55,50,50,25ESXI0121
4366,05/14/2025,00:58:30,17.99,4.263,17.892,7.303,17.781,4.097,17.669,3.909,17.257,3.994,17.858,4.173,18.026,4,17.983,5.108,17.971,3.992,0,0,16.577,4.515,0,0,18.175,4.353,83.4,85.1,86,105.2,104.9,104.5,102,104.7,101.6,106,105.1,44.7,47.6,114.9,119.9,116,35.8,37.9,26.876,24.72,62.502,40.34,39.89,0.232,39.97,39.109,23.87,21.976,0.005,7.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.669,25,29.64,37.728,0.064,0,250.023,18,8634.818,7216.942,8706.402,7106.574,10171.339,5646.133,10948.646,4894.98,23.8,22,20,85.016,79.866,88,89,2278.509,2278.046,11.94,11.289,22.9,55,55,50,50,25ESXI0121
4367,05/14/2025,00:59:30,17.933,4.27,17.848,7.268,17.876,4.079,17.685,3.913,17.272,4.008,17.882,4.167,18.036,4,17.977,5.143,17.963,3.996,0,0,16.507,4.51,0,0,18.296,4.352,83.4,85.1,86,105.1,104.9,104.5,102,104.8,101.6,106,105.1,44.8,47.4,115,120,114.7,35.8,37.8,26.312,24.788,63.173,39.925,40.166,0.472,39.77,38.785,22.559,23.093,0.006,7.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.669,25.019,29.64,37.728,0.034,0,268.146,18,8634.818,7235.064,8706.402,7124.696,10171.339,5664.256,10966.77,4894.98,23.9,22,20,84.822,79.882,87,90,2273.876,2278.509,11.937,11.289,23,55,55,50,50,25ESXI0121
4368,05/14/2025,01:00:30,17.932,4.244,17.833,7.335,17.872,4.087,17.691,3.911,17.257,4.012,17.847,4.163,18.031,4,17.984,5.09,17.963,3.989,0,0,16.497,4.519,0,0,18.311,4.348,83.4,85.1,86,105.1,104.9,104.6,102,104.9,101.6,106,105.1,44.8,47.3,115,120,113.4,35.8,37.8,26.234,25.121,63.065,39.74,39.831,0.489,40.156,39.113,24.135,22.212,0,7.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.701,25,29.575,37.728,0,0,286.256,18,8634.818,7253.175,8706.402,7142.806,10171.339,5682.366,10984.879,4894.98,23.9,22,20,85.016,79.882,87,90,2278.509,2278.509,11.937,11.292,22.9,55,55,50,50,25ESXI0121
4369,05/14/2025,01:01:30,17.98,4.218,17.849,7.288,17.928,4.08,17.699,3.917,17.253,4.014,17.837,4.164,18.032,4,18.041,5.053,17.986,3.984,0,0,16.48,4.51,0,0,18.313,4.348,83.4,85.1,86,105.2,104.9,104.6,102,104.8,101.7,105.9,105,44.8,47.2,115.1,120,111.8,35.8,37.8,26.787,25.252,63.494,39.103,39.922,0.466,40.094,38.989,23.03,21.227,0,7.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.798,25.019,29.575,37.815,0,0,304.367,18,8634.818,7271.285,8706.402,7160.917,10171.339,5700.477,11002.989,4894.98,23.9,22,19,85,79.866,88,90,2278.046,2278.046,11.94,11.289,22.9,55,55,50,50,25ESXI0121
4370,05/14/2025,01:02:30,17.95,4.191,17.89,7.293,17.928,4.069,17.702,3.911,17.242,3.998,17.846,4.159,18.038,4,18.015,5.083,17.968,3.979,0,0,16.518,4.523,0,0,18.361,4.348,83.4,85.1,85.9,105.2,104.9,104.6,102,104.8,101.8,105.9,105,44.8,47,115,120.1,110,35.8,37.8,26.998,25.469,63.651,39.548,40.337,0.291,40.008,39.088,24.067,21.497,0,6.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.766,25.019,29.575,37.786,0,0,322.458,18,8634.818,7289.377,8706.402,7179.008,10171.339,5718.568,11021.081,4894.98,23.8,21,19,85,79.904,88,90,2278.046,2278.509,11.94,11.292,22.9,55,55,50,50,25ESXI0121
4371,05/14/2025,01:03:30,17.951,4.21,17.862,7.267,17.888,4.094,17.704,3.911,17.215,4.006,17.862,4.161,18.026,4,17.995,5.009,17.957,3.977,0,0,16.48,4.658,0,0,18.426,4.347,83.4,85.1,85.9,105.2,104.9,104.6,102.1,104.9,101.8,105.9,105,44.8,47,115,120.1,108.3,35.8,37.7,26.912,25.934,63.46,39.53,40.45,0.469,40.132,39.219,27.361,22.841,0.002,6.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.831,24.961,29.514,37.844,0.034,0,340.612,18,8634.818,7307.53,8706.402,7197.162,10171.339,5736.721,11039.234,4894.98,23.9,21,19,85.037,79.904,87,90,2278.509,2278.509,11.943,11.292,23,55,55,50,50,25ESXI0121
4372,05/14/2025,01:04:30,17.953,4.21,17.835,7.342,17.829,4.079,17.678,3.911,17.221,4.007,17.818,4.154,18.022,4,17.99,5.13,17.978,3.98,0,0,16.535,4.526,0,0,18.521,4.346,83.4,85.1,85.9,105.2,104.9,104.6,102.1,105,101.7,105.9,104.9,44.8,47,115,120.1,106.5,35.8,37.7,27.047,25.664,63.144,40.606,39.685,0.501,39.7,38.648,21.901,22.61,0,6.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.863,25,29.449,37.902,0.183,0,358.684,18,8634.818,7325.603,8706.402,7215.234,10171.339,5754.794,11057.307,4894.98,23.9,21,19,85,79.904,85,89,2278.046,2278.509,11.94,11.292,22.8,55,55,50,50,25ESXI0121
4373,05/14/2025,01:05:30,17.968,4.231,17.839,7.253,17.791,4.071,17.654,3.913,17.201,4.019,17.846,4.15,18.024,4,18.006,5.079,17.951,3.991,0,0,16.433,4.523,0,0,18.379,4.347,83.4,85.1,85.9,105.1,104.9,104.5,102.1,105,101.8,105.8,104.9,44.8,47,115,120.1,105,35.8,37.7,26.921,24.697,62.718,39.799,40.076,0.425,40.353,39.173,23.934,21.094,0,6.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.895,24.98,29.481,37.873,0.034,0,376.826,18,8634.818,7343.745,8706.402,7233.376,10171.339,5772.936,11075.449,4894.98,23.8,21,18,84.997,79.882,85,90,2278.509,2278.509,11.937,11.289,22.9,55,55,50,50,25ESXI0121
4374,05/14/2025,01:06:30,17.975,4.257,17.833,7.174,17.846,4.097,17.686,3.91,17.228,3.989,17.841,4.153,18.026,4,17.979,5.099,17.949,3.991,0,0,16.432,4.522,0,0,18.273,4.345,83.4,85.1,85.9,105.1,104.9,104.5,102.2,104.9,101.8,105.8,104.9,44.8,47.1,115.1,120.1,103.9,35.7,37.7,27.011,25.582,63.105,40.011,39.974,0.264,39.658,38.831,24.15,21.938,0.005,6.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.96,24.98,29.481,37.815,0.064,0,394.936,18,8634.818,7361.854,8706.402,7251.486,10171.339,5791.046,11093.559,4894.98,23.8,21,19,85,79.866,85,89,2278.046,2278.046,11.94,11.289,22.8,55,55,50,50,25ESXI0121
4375,05/14/2025,01:07:30,17.945,4.268,17.823,7.283,17.819,4.075,17.673,3.914,17.256,3.995,17.85,4.149,18.031,4,18.02,5.09,17.944,3.998,0,0,16.515,4.539,0,0,18.538,4.346,83.3,85,85.9,105.1,104.9,104.5,102.2,105,101.8,105.8,104.8,44.8,47.2,115,120,103.1,35.7,37.7,26.877,25.138,62.909,40.022,39.94,0.521,40.158,39.062,23.924,22.491,0.006,6.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.992,24.942,29.481,37.844,0.034,0,413.065,18,8634.818,7379.984,8706.402,7269.615,10171.339,5809.175,11111.688,4894.98,23.8,21,20,85.037,79.866,85,90,2278.509,2278.046,11.943,11.289,22.8,55,55,50,50,25ESXI0121
4376,05/14/2025,01:08:30,17.984,4.252,17.921,7.281,17.834,4.078,17.699,3.915,17.26,4.017,17.841,4.154,18.029,4,18.015,5.103,17.948,3.995,0,0,16.449,4.548,0,0,18.585,4.342,83.3,84.9,85.8,105.1,104.9,104.5,102.2,105.1,101.8,105.7,104.8,44.8,47.2,115,120,102.6,35.7,37.6,27.109,24.605,62.997,40.594,40.155,0.512,39.72,38.859,21.982,21.192,0.002,6.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.024,24.961,29.514,37.844,0.213,0,431.182,18,8634.818,7398.1,8706.402,7287.731,10171.339,5827.291,11129.805,4894.98,23.9,21,21,84.822,79.904,86,90,2273.876,2278.509,11.937,11.292,22.8,55,55,50,50,25ESXI0121
4377,05/14/2025,01:09:30,17.958,4.2,17.972,7.287,17.868,4.091,17.694,3.904,17.235,4.022,17.867,4.155,18.027,4,18.003,5.086,17.992,3.986,0,0,16.485,4.549,0,0,18.389,4.347,83.3,84.9,85.8,105.1,104.9,104.5,102.2,105,101.7,105.7,104.8,44.8,47.4,115,120,102.8,35.7,37.6,27.029,25.363,63.197,40.51,40.21,0.424,40.158,39.236,23.999,21.934,0.005,6.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.121,24.961,29.416,37.873,0.095,0,449.292,18,8634.818,7416.21,8706.402,7305.842,10171.339,5845.401,11147.914,4894.98,23.9,22,21,85.016,79.866,88,88,2278.509,2278.046,11.94,11.289,22.8,55,55,50,50,25ESXI0121
4378,05/14/2025,01:10:30,17.949,4.188,17.932,7.285,17.902,4.075,17.694,3.884,17.258,3.987,17.876,4.156,18.026,4,18.008,5.094,17.978,3.989,0,0,16.453,4.552,0,0,18.617,4.346,83.3,84.9,85.8,105.1,104.9,104.5,102.2,105,101.8,105.7,104.8,44.7,47.6,114.9,120.1,103.4,35.7,37.6,27.117,25.318,63.083,39.859,39.838,0.263,40.112,38.835,23.073,22.182,0.006,6.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.121,24.961,29.546,37.786,0,0,467.384,18,8634.818,7434.302,8706.402,7323.934,10171.339,5863.493,11166.006,4894.98,23.9,22,21,84.997,79.882,87,88,2278.509,2278.509,11.937,11.289,22.8,55,55,50,50,25ESXI0121
4379,05/14/2025,01:11:30,17.972,4.202,17.919,7.372,17.881,4.084,17.687,3.883,17.246,4.004,17.897,4.155,18.026,4,18.006,5.088,17.968,3.988,0,0,16.414,4.551,0,0,18.426,4.348,83.2,84.9,85.8,105.1,104.9,104.5,102.3,105.1,101.8,105.7,104.7,44.6,47.7,114.9,120,104.1,35.6,37.6,27.38,25.462,63.04,39.797,39.799,0.514,40.311,39.023,23.31,21.281,0.006,6.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.089,24.961,29.705,37.699,0.034,0,485.506,18,8634.818,7452.425,8706.402,7342.057,10171.339,5881.616,11184.129,4894.98,23.9,23,22,84.953,79.882,87,88,2273.413,2278.509,11.958,11.289,22.8,55,55,50,50,25ESXI0121
4380,05/14/2025,01:12:30,18.002,4.239,17.87,7.367,17.844,4.087,17.69,3.886,17.269,4.011,17.886,4.157,18.034,4,18.011,5.088,17.957,3.977,0,0,16.403,4.563,0,0,18.612,4.345,83.2,84.9,85.7,105.1,104.9,104.5,102.3,105.1,101.9,105.7,104.7,44.6,47.6,114.9,120.1,105.1,35.6,37.5,27.129,25.018,62.725,39.414,39.906,0.568,40.123,39.147,23.317,22.987,0.006,6.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.927,24.98,29.929,37.525,0.183,0,503.642,18,8634.818,7470.56,8706.402,7360.192,10171.339,5899.751,11202.265,4894.98,23.9,23,21,85.016,79.904,88,88,2278.509,2278.509,11.94,11.292,22.8,55,55,50,50,25ESXI0121
4381,05/14/2025,01:13:30,17.974,4.259,17.885,7.495,17.76,4.07,17.681,3.887,17.28,4.001,17.872,4.171,18.032,4,18.012,5.139,17.976,3.975,0,0,16.472,4.571,0,0,18.732,4.341,83.2,84.9,85.7,105.1,104.9,104.5,102.3,105.1,101.9,105.6,104.7,44.7,47.6,114.9,120.1,106.1,35.6,37.5,27.074,24.65,62.782,40.173,40.066,0.392,39.978,39.017,21.605,21.28,0.002,6.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.831,24.961,30.026,37.525,0,0,521.697,18,8634.818,7488.615,8706.402,7378.247,10171.339,5917.806,11220.319,4894.98,23.9,23,21,85.016,79.888,87,89,2278.509,2278.046,11.94,11.292,22.8,55,55,50,50,25ESXI0121
4382,05/14/2025,01:14:30,17.928,4.256,17.823,7.403,17.729,4.092,17.68,3.883,17.255,3.989,17.884,4.166,18.024,4,18.018,5.112,17.953,3.975,0,0,16.404,4.57,0,0,18.527,4.342,83.2,84.8,85.7,105.1,104.8,104.5,102.2,105.1,101.8,105.6,104.6,44.7,47.6,115,120.1,107.2,35.6,37.5,26.375,24.623,62.438,39.73,40.029,0.298,40.068,39.189,22.459,22.009,0.002,6.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.927,24.961,29.929,37.612,0,0,539.862,18,8634.818,7506.75,8706.402,7396.413,10171.339,5935.941,11238.455,4894.98,23.9,23,21,84.909,79.866,88,88,2276.656,2278.046,11.937,11.289,22.8,55,55,50,50,25ESXI0121
4383,05/14/2025,01:15:30,17.9,4.227,17.918,7.501,17.728,4.071,17.711,3.89,17.247,4.003,17.866,4.166,18.022,4,17.99,5.097,17.969,3.983,0,0,16.436,4.575,0,0,18.463,4.341,83.2,84.8,85.6,105.1,104.9,104.5,102.2,105.1,101.9,105.5,104.6,44.7,47.5,115,120.1,108.3,35.6,37.4,26.434,25.168,62.647,41.049,40.254,0.519,39.852,38.806,22.967,21.916,0.005,6.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.927,24.98,29.929,37.583,0,0,557.973,18,8634.818,7524.892,8706.402,7414.523,10171.339,5954.083,11256.596,4894.98,23.9,22,20,84.978,79.888,87,90,2278.046,2278.046,11.937,11.292,22.8,55,55,50,50,25ESXI0121
